id,country,origin_country,shipment_mode_clean,textile_type,weight_raw,weight_unit,weight_kg,distance_km,emission_factor,carbon_footprint_kg_co2e,carbon_intensity_per_km,freight_cost_usd,line_item_value
1723,South Africa,Unkown,Unknown,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.15,1099.35,0.15705,Freight Included in Commodity Cost,4155.0
1724,South Africa,Unkown,Unknown,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.15,1099.35,0.15705,Freight Included in Commodity Cost,1849.0
1730,Nigeria,Japan,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,11.3
1797,Vietnam,Unkown,Air,Organic Cotton,81,kg,81.0,7000.0,0.602,341.334,0.048762,3013.09,2800.0
1798,Vietnam,India,Air,Organic Cotton,502,kg,502.0,4100.0,0.602,1239.0364,0.302204,7575.6,15631.0
1801,South Africa,United Kingdom,Truck,Organic Cotton,Weight Captured Separately,lbs,1047.0,9672.1334,0.0626,633.93290172948,0.0655422,Freight Included in Commodity Cost,24783.3
1802,South Africa,South Africa,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,200.0,0.0626,13.10844,0.0655422,Freight Included in Commodity Cost,11060.0
1803,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,16630.0
1804,South Africa,Germany,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,9700.0,0.0626,635.75934,0.0655422,Freight Included in Commodity Cost,435.9
1820,Haiti,Japan,Air,Recycled Polyester,257,kg,257.0,7000.0,0.602,1082.998,0.15471400000000002,2851.72,78610.0
1888,Rwanda,India,Air,Organic Cotton,5311,kg,5311.0,7000.0,0.602,22380.554,3.197222,30408.04,569281.31
1889,Rwanda,India,Air,Organic Cotton,6768,kg,6768.0,7000.0,0.602,28520.352,4.074336,38120.96,725539.69
1905,Vietnam,India,Air,Organic Cotton,See ASN-2274 (ID#:610),kg,1047.0,4100.0,0.602,2584.2054,0.6302939999999999,See ASN-2274 (ID#:610),37023.0
1919,Vietnam,India,Air,Organic Cotton,1114,kg,1114.0,4100.0,0.602,2749.5748000000003,0.6706280000000001,5822.44,26143.5
1926,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,663.5
1927,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,715.0
1928,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,1096.2
1929,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,150.48
1939,Zambia,Japan,Air,Recycled Polyester,889,kg,889.0,7000.0,0.602,3746.246,0.535178,7303.52,30.0
1940,Guyana,Japan,Air,Recycled Polyester,49,kg,49.0,7000.0,0.602,206.486,0.029498,1047.39,15333.87
1941,Nigeria,Japan,Air,Recycled Polyester,1927,kg,1927.0,7000.0,0.602,8120.378,1.160054,24870.05,65.02
1942,Nigeria,Japan,Air,Recycled Polyester,1566,kg,1566.0,7000.0,0.602,6599.124,0.942732,19992.75,549931.25
1954,Vietnam,Germany,Air,Organic Cotton,113,lbs,113.0,9000.0,0.602,612.2339999999999,0.06802599999999999,2709.98,35674.8
1955,Vietnam,India,Air,Organic Cotton,159,kg,159.0,4100.0,0.602,392.44379999999995,0.09571799999999998,2568.6,12540.0
1956,Vietnam,India,Air,Organic Cotton,613,kg,613.0,4100.0,0.602,1513.0066000000002,0.369026,3247.73,85596.0
1957,Vietnam,India,Air,Organic Cotton,323,kg,323.0,4100.0,0.602,797.2285999999999,0.19444599999999998,2335.19,26448.0
1971,Guyana,Unkown,Air,Linen Blend,34,kg,34.0,7000.0,0.602,143.276,0.020468,648.27,4050.0
1972,Ethiopia,Unkown,Air,Recycled Polyester,2147,kg,2147.0,7000.0,0.602,9047.457999999999,1.2924939999999998,11066.17,160866.0
1973,Ethiopia,Unkown,Air,Recycled Polyester,1445,kg,1445.0,7000.0,0.602,6089.23,0.8698899999999999,7303.25,107514.0
2008,Ethiopia,Unkown,Air,Recycled Polyester,5057,kg,5057.0,7000.0,0.602,21310.198,3.044314,44347.71,160954.0
2014,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,7080.0
2015,South Africa,Germany,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,9700.0,0.0626,635.75934,0.0655422,Freight Included in Commodity Cost,557.6
2146,Ethiopia,Unkown,Air,Recycled Polyester,2509,kg,2509.0,7000.0,0.602,10572.926,1.5104179999999998,19882.25,79810.0
2147,Ethiopia,Unkown,Air,Recycled Polyester,2535,kg,2535.0,7000.0,0.602,10682.49,1.52607,22433.91,80730.0
2148,Zimbabwe,Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,12706.65
2153,Vietnam,India,Air,Organic Cotton,581,kg,581.0,4100.0,0.602,1434.0241999999998,0.34976199999999996,2653.27,17400.0
2156,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,20410.0
2157,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,733.2
2158,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,424.08
2159,South Africa,Germany,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,9700.0,0.0626,635.75934,0.0655422,Freight Included in Commodity Cost,540.4
2171,Nigeria,Japan,Air,Recycled Polyester,1723,kg,1723.0,7000.0,0.602,7260.722,1.037246,22451.67,460080.0
2173,Namibia,Unkown,Air,Recycled Polyester,3,kg,3.0,7000.0,0.602,12.642,0.0018059999999999999,963.34,225.0
2257,Guyana,Unkown,Air,Recycled Polyester,28,kg,28.0,7000.0,0.602,117.99199999999999,0.016856,692.38,2700.0
2295,Namibia,Unkown,Air,Recycled Polyester,22,kg,22.0,7000.0,0.602,92.708,0.013244,1003.52,2176.0
2297,Vietnam,India,Air,Organic Cotton,2228,kg,2228.0,4100.0,0.602,5499.149600000001,1.3412560000000002,9809.7,21600.0
2298,Vietnam,India,Air,Organic Cotton,See ASN-3562 (ID#:960),kg,1047.0,4100.0,0.602,2584.2054,0.6302939999999999,See ASN-3562 (ID#:960),7805.0
2305,Nigeria,Unkown,Air,Organic Cotton,2067,kg,2067.0,7000.0,0.602,8710.338000000002,1.2443340000000003,7933.38,1260000.0
2328,Haiti,Japan,Air,Recycled Polyester,382,kg,382.0,7000.0,0.602,1609.748,0.229964,3241.06,117600.0
2399,Haiti,India,Air,Organic Cotton,187,kg,187.0,16200.0,0.602,1823.6988,0.112574,1903.54,10500.0
2417,Mozambique,Japan,Air,Recycled Polyester,2655,kg,2655.0,7000.0,0.602,11188.17,1.5983100000000001,25052.69,648000.0
2429,South Africa,India,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.602,5325.984299999999,0.6302939999999999,Freight Included in Commodity Cost,3359.84
2430,South Africa,India,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.602,5325.984299999999,0.6302939999999999,Freight Included in Commodity Cost,24583.3
2431,South Africa,India,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.602,5325.984299999999,0.6302939999999999,Freight Included in Commodity Cost,3390.85
2432,South Africa,India,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.602,5325.984299999999,0.6302939999999999,Freight Included in Commodity Cost,36582.0
2436,South Africa,Unkown,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,19062.0
2437,South Africa,India,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.602,5325.984299999999,0.6302939999999999,Freight Included in Commodity Cost,16307.2
2438,South Africa,Unkown,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,371.0
2439,South Africa,India,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.602,5325.984299999999,0.6302939999999999,Freight Included in Commodity Cost,2920.0
2440,South Africa,Unkown,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,4035.2
2441,Uganda,Unkown,Air,Organic Cotton,3000,kg,3000.0,7000.0,0.602,12642.0,1.806,428.91,1100.4
2447,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,160900.0
2450,South Africa,United Kingdom,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,9672.1334,0.602,6096.287649219599,0.6302939999999999,Freight Included in Commodity Cost,2265.9
2451,South Africa,Unkown,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,15150.0
2463,Rwanda,India,Air,Organic Cotton,719,kg,719.0,7000.0,0.602,3029.866,0.432838,853.88,71344.0
2474,South Africa,United Kingdom,Air,Organic Cotton,Weight Captured Separately,lbs,1047.0,9672.1334,0.602,6096.287649219599,0.6302939999999999,Freight Included in Commodity Cost,1440.0
2475,South Africa,United States,Truck,Organic Cotton,Weight Captured Separately,lbs,1047.0,13598.923,0.0626,891.3033310506,0.0655422,Freight Included in Commodity Cost,43.2
2476,South Africa,United States,Truck,Organic Cotton,Weight Captured Separately,lbs,1047.0,13598.923,0.0626,891.3033310506,0.0655422,Freight Included in Commodity Cost,43.2
2477,Guyana,Japan,Air,Recycled Polyester,130,kg,130.0,7000.0,0.602,547.8199999999999,0.07826,1859.79,38250.0
2478,Guyana,Japan,Air,Recycled Polyester,87,kg,87.0,7000.0,0.602,366.618,0.052374,1205.7,24840.0
2481,South Africa,Unkown,Truck,Organic Cotton,See ASN-4332 (ID#:1115),kg,1047.0,7000.0,0.0626,458.7954,0.0655422,See ASN-4332 (ID#:1115),300.2
2499,Nigeria,Germany,Air,Organic Cotton,69,lbs,69.0,5400.0,0.602,224.3052,0.041538000000000005,1332.43,3000.3
2502,Kenya,Unkown,Air,Recycled Polyester,2,kg,2.0,7000.0,0.602,8.427999999999999,0.0012039999999999998,12561.4,160.0
2503,Kenya,Unkown,Air,Recycled Polyester,4995,kg,4995.0,7000.0,0.602,21048.93,3.00699,275,159840.0
2506,Nigeria,Germany,Air,Organic Cotton,309,lbs,309.0,5400.0,0.602,1004.4971999999999,0.186018,3777.93,83844.0
2536,Rwanda,India,Air,Organic Cotton,3393,kg,3393.0,7000.0,0.602,14298.101999999999,2.042586,30661.5,317528.28
2539,Côte d'Ivoire,Unkown,Air,Recycled Polyester,1073,kg,1073.0,7000.0,0.602,4521.622,0.645946,8114.11,110000.0
2558,Namibia,Japan,Air,Recycled Polyester,195,kg,195.0,7000.0,0.602,821.73,0.11739000000000001,2008.54,56000.0
2559,Vietnam,India,Air,Organic Cotton,30,kg,30.0,4100.0,0.602,74.04599999999999,0.01806,4111.71,1950.0
2562,Côte d'Ivoire,Unkown,Air,Recycled Polyester,158,kg,158.0,7000.0,0.602,665.812,0.095116,4318.21,15400.0
2571,Namibia,India,Air,Organic Cotton,251,kg,251.0,7000.0,0.602,1057.714,0.151102,1484.75,3800.0
2588,Vietnam,Unkown,Air,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,840.0
2601,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,438.0
2602,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,1475.2
2603,Zambia,Japan,Air,Recycled Polyester,590,kg,590.0,7000.0,0.602,2486.2599999999998,0.35517999999999994,5962.58,144000.0
2632,Guyana,Germany,Air,Organic Cotton,589,lbs,589.0,7000.0,0.602,2482.046,0.35457799999999995,314,224625.27
2647,Côte d'Ivoire,Unkown,Air,Recycled Polyester,107,kg,107.0,7000.0,0.602,450.89799999999997,0.064414,1845.74,7535.0
2654,Haiti,Unkown,Air,Recycled Polyester,29,kg,29.0,7000.0,0.602,122.20599999999999,0.017457999999999998,854.34,7875.0
2655,Vietnam,Unkown,Air,Organic Cotton,61,kg,61.0,7000.0,0.602,257.054,0.036722,7682.69,17000.0
2656,Vietnam,India,Air,Organic Cotton,See ASN-55 (ID#:16),kg,1047.0,4100.0,0.602,2584.2054,0.6302939999999999,See ASN-55 (ID#:16),152250.0
2657,Vietnam,India,Air,Organic Cotton,See ASN-55 (ID#:16),kg,1047.0,4100.0,0.602,2584.2054,0.6302939999999999,See ASN-55 (ID#:16),338000.0
2661,Nigeria,India,Air,Organic Cotton,See ASN-57 (ID#:23),kg,1047.0,8100.0,0.602,5105.381399999999,0.6302939999999999,See ASN-57 (ID#:23),1809.6
2662,Nigeria,India,Air,Organic Cotton,See ASN-57 (ID#:23),kg,1047.0,8100.0,0.602,5105.381399999999,0.6302939999999999,See ASN-57 (ID#:23),2041.2
2680,Zambia,India,Air,Organic Cotton,316,kg,316.0,7600.0,0.602,1445.7631999999999,0.19023199999999998,3850.8,19071.3
2681,Zambia,India,Air,Organic Cotton,3217,kg,3217.0,7600.0,0.602,14718.4184,1.936634,14364.29,432009.2
2683,Nigeria,India,Air,Organic Cotton,See ASN-93 (ID#:1281),kg,1047.0,8100.0,0.602,5105.381399999999,0.6302939999999999,See ASN-93 (ID#:1281),16906.8
2684,Nigeria,India,Air,Organic Cotton,See ASN-93 (ID#:1281),kg,1047.0,8100.0,0.602,5105.381399999999,0.6302939999999999,See ASN-93 (ID#:1281),356.9
2685,Zambia,India,Air,Organic Cotton,11179,kg,11179.0,7600.0,0.602,51146.160800000005,6.729758,49824.57,1018132.0
2686,Vietnam,India,Air,Organic Cotton,3822,kg,3822.0,4100.0,0.602,9433.4604,2.300844,25124.12,5050.0
2687,Vietnam,India,Air,Organic Cotton,See ASN-272 (ID#:1282),kg,1047.0,4100.0,0.602,2584.2054,0.6302939999999999,See ASN-272 (ID#:1282),2440.0
2705,Haiti,Unkown,Air,Recycled Polyester,60,kg,60.0,7000.0,0.602,252.84,0.03612,1498.02,10000.0
2708,Vietnam,India,Air,Organic Cotton,2336,kg,2336.0,4100.0,0.602,5765.715199999999,1.4062719999999997,21150.56,187500.0
2721,Zambia,Unkown,Air,Organic Cotton,1072,kg,1072.0,7000.0,0.602,4517.407999999999,0.6453439999999999,Freight Included in Commodity Cost,68952.0
2733,Côte d'Ivoire,Unkown,Air,Recycled Polyester,120,kg,120.0,7000.0,0.602,505.68,0.07224,3004.62,20000.0
2740,Nigeria,Unkown,Air,Recycled Polyester,3045,kg,3045.0,7000.0,0.602,12831.63,1.8330899999999999,28118.58,270000.0
2741,Nigeria,Unkown,Air,Recycled Polyester,3276,kg,3276.0,7000.0,0.602,13805.064,1.9721520000000001,43664.71,310500.0
2756,Nigeria,Unkown,Air,Recycled Polyester,2603,kg,2603.0,7000.0,0.602,10969.042,1.567006,22838.29,216000.0
2765,Vietnam,India,Air,Organic Cotton,2895,kg,2895.0,4100.0,0.602,7145.438999999999,1.7427899999999998,18045.24,277425.0
2766,Vietnam,India,Air,Organic Cotton,See ASN-744 (ID#:1356),kg,1047.0,4100.0,0.602,2584.2054,0.6302939999999999,See ASN-744 (ID#:1356),950.0
2767,Vietnam,Unkown,Air,Organic Cotton,161,kg,161.0,7000.0,0.602,678.454,0.096922,2514.05,5600.0
2785,Vietnam,United Kingdom,Air,Organic Cotton,340,lbs,340.0,9543.3862,0.602,1953.3402874160001,0.20468,2326.1,16440.0
2794,Tanzania,Unkown,Air,Recycled Polyester,3336,kg,3336.0,7000.0,0.602,14057.903999999999,2.008272,27791.62,200000.0
2795,Tanzania,Unkown,Air,Recycled Polyester,1456,kg,1456.0,7000.0,0.602,6135.584,0.876512,14505.37,100000.0
2796,Namibia,Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,11250.0
2808,Ethiopia,India,Air,Organic Cotton,2318,kg,2318.0,7000.0,0.602,9768.052,1.395436,6755.81,54350.75
2823,Guyana,Unkown,Air,Recycled Polyester,732,kg,732.0,7000.0,0.602,3084.6479999999997,0.44066399999999994,6524.19,71040.0
2892,Uganda,Unkown,Air,Organic Cotton,6,kg,6.0,7000.0,0.602,25.284,0.0036119999999999998,Freight Included in Commodity Cost,3313.8
2921,South Africa,Unkown,Unknown,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.15,1099.35,0.15705,Freight Included in Commodity Cost,3630.0
2922,South Africa,Unkown,Unknown,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.15,1099.35,0.15705,Freight Included in Commodity Cost,535.2
2923,South Africa,Unkown,Unknown,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.15,1099.35,0.15705,Freight Included in Commodity Cost,443.0
2927,Rwanda,Unkown,Air,Recycled Polyester,2300,kg,2300.0,7000.0,0.602,9692.199999999999,1.3845999999999998,38425.29,144000.0
2960,Haiti,Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,278.0
2965,Haiti,Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,556.0
2993,South Africa,Unkown,Unknown,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.15,1099.35,0.15705,Freight Included in Commodity Cost,696.0
2994,South Africa,Unkown,Unknown,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.15,1099.35,0.15705,Freight Included in Commodity Cost,23808.0
2995,South Africa,Unkown,Unknown,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.15,1099.35,0.15705,Freight Included in Commodity Cost,1271.1
2996,South Africa,United Kingdom,Unknown,Organic Cotton,Weight Captured Separately,lbs,1047.0,9672.1334,0.15,1519.0085504699998,0.15704999999999997,Freight Included in Commodity Cost,32.31
3007,Côte d'Ivoire,Unkown,Air,Organic Cotton,108,kg,108.0,7000.0,0.602,455.11199999999997,0.06501599999999999,Freight Included in Commodity Cost,3822.0
3008,Nigeria,Unkown,Air,Recycled Polyester,2985,kg,2985.0,7000.0,0.602,12578.789999999999,1.79697,20635.3,244296.0
3009,Nigeria,Japan,Air,Recycled Polyester,861,kg,861.0,7000.0,0.602,3628.254,0.518322,12770.05,239970.0
3010,Nigeria,Japan,Air,Recycled Polyester,550,kg,550.0,7000.0,0.602,2317.7000000000003,0.33110000000000006,8213.59,255888.01
3026,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,8416.0
3037,Ethiopia,Japan,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,62967.1
3039,Mozambique,Japan,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,42.0
3040,Zambia,Japan,Air,Recycled Polyester,455,kg,455.0,7000.0,0.602,1917.37,0.27391,4113.16,143980.0
3049,Côte d'Ivoire,Japan,Air,Recycled Polyester,16,kg,16.0,7000.0,0.602,67.42399999999999,0.009631999999999998,515.48,5039.3
3050,Côte d'Ivoire,Japan,Air,Recycled Polyester,255,kg,255.0,7000.0,0.602,1074.57,0.15350999999999998,5303.05,78120.0
3055,Uganda,Japan,Air,Recycled Polyester,194,kg,194.0,7000.0,0.602,817.516,0.11678799999999999,2642.45,61191.5
3080,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,563.0
3081,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,37500.0
3094,Vietnam,India,Air,Organic Cotton,137,kg,137.0,4100.0,0.602,338.14340000000004,0.082474,5260.46,13000.0
3096,Vietnam,India,Air,Organic Cotton,121,kg,121.0,4100.0,0.602,298.6522,0.072842,2789.74,3889.76
3097,Vietnam,India,Air,Organic Cotton,114,kg,114.0,4100.0,0.602,281.3748,0.068628,2879.96,3720.64
3152,Botswana,Japan,Air,Recycled Polyester,25,kg,25.0,7000.0,0.602,105.35,0.01505,641.04,7199.0
3153,Botswana,Japan,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Invoiced Separately,1.0
3154,Botswana,Japan,Air,Recycled Polyester,25,kg,25.0,7000.0,0.602,105.35,0.01505,1038.39,7199.0
3159,Ethiopia,Unkown,Air,Recycled Polyester,Weight Captured Separately,kg,1047.0,7000.0,0.602,4412.057999999999,0.6302939999999999,Freight Included in Commodity Cost,3798.09
3191,South Africa,United Kingdom,Truck,Organic Cotton,Weight Captured Separately,lbs,1047.0,9672.1334,0.0626,633.93290172948,0.0655422,Freight Included in Commodity Cost,38.88
3192,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,3166.5
3193,South Africa,Unkown,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,7000.0,0.0626,458.7954,0.0655422,Freight Included in Commodity Cost,6979.5
3202,Haiti,Japan,Air,Recycled Polyester,257,kg,257.0,7000.0,0.602,1082.998,0.15471400000000002,2873.56,78610.0
3245,Zambia,Unkown,Air,Recycled Polyester,3000,kg,3000.0,7000.0,0.602,12642.0,1.806,34902.96,288000.0
3261,Vietnam,India,Air,Organic Cotton,120,kg,120.0,4100.0,0.602,296.18399999999997,0.07224,5921.97,24917.76
3282,South Africa,India,Truck,Organic Cotton,Weight Captured Separately,kg,1047.0,8450.0,0.0626,553.83159,0.0655422,Freight Included in Commodity Cost,16190.0
3292,Nigeria,Unkown,Air,Recycled Polyester,3508,kg,3508.0,7000.0,0.602,14782.712,2.111816,29954.15,332505.0
